raceSpace,titleSpace,candidateSpace,iteration,raceIndex,raceLength,column,yPos,votedOn,closest_before
8,21,15,4,7,2,1,438,18,-1
8,21,15,4,8,1,1,497,21,-1
8,21,15,4,9,1,1,541,24,-1
8,21,15,4,10,3,2,10,1,0
8,21,15,4,11,1,2,84,4,29
8,21,15,4,12,4,2,128,7,15
8,21,15,4,13,3,2,217,10,14
8,21,15,4,14,4,2,291,13,14
8,21,15,4,15,4,2,380,16,1
8,21,15,4,16,1,2,469,19,28
8,21,15,4,17,1,2,513,22,16
8,21,15,4,18,3,3,10,2,0
8,21,15,4,19,1,3,84,5,0
8,21,15,4,20,2,3,128,8,0
8,21,15,4,21,2,3,187,-1,30
8,21,15,4,22,1,3,246,11,29
8,21,15,4,23,1,3,290,14,1
8,21,15,4,24,3,3,334,-1,43
8,21,15,4,25,2,3,408,17,28
8,21,15,4,26,1,3,467,20,2
8,21,15,4,27,3,3,511,23,2
8,21,15,5,0,1,1,10,0,-1
8,21,15,5,1,4,1,54,3,-1
8,21,15,5,2,2,1,143,4,-1
8,21,15,5,3,1,1,202,7,-1
8,21,15,5,4,2,1,246,8,-1
8,21,15,5,5,1,1,305,-1,-1
8,21,15,5,6,3,1,349,11,-1
8,21,15,5,7,3,1,423,14,-1
8,21,15,5,8,3,1,497,17,-1
8,21,15,5,9,4,2,10,1,0
8,21,15,5,10,3,2,99,-1,44
8,21,15,5,11,4,2,173,5,29
8,21,15,5,12,3,2,262,9,16
8,21,15,5,13,2,2,336,12,13
8,21,15,5,14,4,2,395,15,28
8,21,15,5,15,3,2,484,18,13
8,21,15,5,16,4,3,10,2,0
8,21,15,5,17,2,3,99,-1,0
8,21,15,5,18,3,3,158,6,15
8,21,15,5,19,1,3,232,-1,30
8,21,15,5,20,2,3,276,10,14
8,21,15,5,21,4,3,335,13,1
8,21,15,5,22,1,3,424,16,29
8,21,15,5,23,3,3,468,19,16
8,21,15,6,0,1,1,10,0,-1
8,21,15,6,1,1,1,54,3,-1
8,21,15,6,2,4,1,98,-1,-1
8,21,15,6,3,3,1,187,6,-1
8,21,15,6,4,1,1,261,9,-1
8,21,15,6,5,4,1,305,12,-1
8,21,15,6,6,3,1,394,15,-1
8,21,15,6,7,3,1,468,18,-1
8,21,15,6,8,1,1,542,21,-1
8,21,15,6,9,3,2,10,1,0
8,21,15,6,10,4,2,84,4,14
8,21,15,6,11,3,2,173,7,14
8,21,15,6,12,3,2,247,10,14
8,21,15,6,13,1,2,321,13,16
8,21,15,6,14,2,2,365,16,29
8,21,15,6,15,1,2,424,-1,30
8,21,15,6,16,1,2,468,19,0
8,21,15,6,17,4,2,512,22,30
8,21,15,6,18,4,3,10,2,0
8,21,15,6,19,1,3,99,5,15
8,21,15,6,20,2,3,143,-1,30
8,21,15,6,21,1,3,202,8,29
8,21,15,6,22,3,3,246,11,1
8,21,15,6,23,1,3,320,14,1
8,21,15,6,24,4,3,364,17,1
8,21,15,6,25,2,3,453,20,15
8,21,15,6,26,2,3,512,23,0
8,21,15,7,0,2,1,10,0,-1
8,21,15,7,1,1,1,69,3,-1
8,21,15,7,2,2,1,113,6,-1
8,21,15,7,3,1,1,172,-1,-1
8,21,15,7,4,4,1,216,9,-1
8,21,15,7,5,3,1,305,12,-1
8,21,15,7,6,1,1,379,15,-1
8,21,15,7,7,2,1,423,-1,-1
8,21,15,7,8,1,1,482,18,-1
8,21,15,7,9,1,1,526,-1,-1
8,21,15,7,10,1,2,10,1,0
8,21,15,7,11,3,2,54,4,15
8,21,15,7,12,3,2,128,7,15
8,21,15,7,13,4,2,202,10,14
8,21,15,7,14,2,2,291,13,14
8,21,15,7,15,1,2,350,-1,29
8,21,15,7,16,1,2,394,16,15
8,21,15,7,17,3,2,438,-1,15
8,21,15,7,18,2,2,512,19,14
8,21,15,7,19,3,3,10,2,0
8,21,15,7,20,2,3,84,5,30
8,21,15,7,21,2,3,143,8,15
8,21,15,7,22,3,3,202,11,0
8,21,15,7,23,3,3,276,14,15
8,21,15,7,24,2,3,350,-1,0
8,21,15,7,25,1,3,409,17,15
8,21,15,7,26,2,3,453,-1,15
8,21,15,7,27,3,3,512,20,0
8,21,15,8,0,1,1,10,0,-1
8,21,15,8,1,2,1,54,3,-1
8,21,15,8,2,3,1,113,4,-1
8,21,15,8,3,1,1,187,7,-1
8,21,15,8,4,4,1,231,10,-1
8,21,15,8,5,1,1,320,13,-1
8,21,15,8,6,1,1,364,-1,-1
8,21,15,8,7,4,1,408,16,-1
8,21,15,8,8,4,1,497,19,-1
8,21,15,8,9,4,2,10,1,0
8,21,15,8,10,2,2,99,5,14
8,21,15,8,11,3,2,158,8,29
8,21,15,8,12,2,2,232,11,1
8,21,15,8,13,1,2,291,-1,29
8,21,15,8,14,3,2,335,14,15
8,21,15,8,15,3,2,409,17,1
8,21,15,8,16,4,2,483,20,14
8,21,15,8,17,2,3,10,2,0
8,21,15,8,18,4,3,69,6,30
8,21,15,8,19,3,3,158,9,0
8,21,15,8,20,3,3,232,12,0
8,21,15,8,21,1,3,306,-1,15
8,21,15,8,22,1,3,350,15,15
8,21,15,8,23,2,3,394,18,15
8,21,15,8,24,3,3,453,21,30
8,21,15,8,25,2,3,527,-1,44
8,21,15,9,0,2,1,10,0,-1
8,21,15,9,1,1,1,69,3,-1
8,21,15,9,2,1,1,113,-1,-1
8,21,15,9,3,3,1,157,6,-1
8,21,15,9,4,3,1,231,8,-1
8,21,15,9,5,4,1,305,11,-1
8,21,15,9,6,4,1,394,14,-1
8,21,15,9,7,1,1,483,17,-1
8,21,15,9,8,1,1,527,20,-1
8,21,15,9,9,2,2,10,1,0
8,21,15,9,10,2,2,69,4,0
8,21,15,9,11,4,2,128,7,15
8,21,15,9,12,1,2,217,9,14
8,21,15,9,13,1,2,261,-1,30
8,21,15,9,14,4,2,305,12,0
8,21,15,9,15,3,2,394,15,0
8,21,15,9,16,2,2,468,18,15
8,21,15,9,17,4,3,10,2,0
8,21,15,9,18,4,3,99,5,29
8,21,15,9,19,3,3,188,10,29
8,21,15,9,20,4,3,262,13,1
8,21,15,9,21,1,3,351,-1,43
8,21,15,9,22,1,3,395,16,1
8,21,15,9,23,1,3,439,-1,29
8,21,15,9,24,2,3,483,19,15
8,21,15,9,25,2,3,542,-1,74
8,21,15,10,0,3,1,10,0,-1
8,21,15,10,1,2,1,84,3,-1
8,21,15,10,2,2,1,143,6,-1
8,21,15,10,3,3,1,202,9,-1
8,21,15,10,4,3,1,276,12,-1
8,21,15,10,5,1,1,350,15,-1
8,21,15,10,6,4,1,394,18,-1
8,21,15,10,7,3,1,483,19,-1
8,21,15,10,8,3,2,10,1,0
8,21,15,10,9,3,2,84,4,0
8,21,15,10,10,1,2,158,7,15
8,21,15,10,11,4,2,202,10,0
8,21,15,10,12,4,2,291,13,15
8,21,15,10,13,2,2,380,16,14
8,21,15,10,14,4,2,439,20,44
8,21,15,10,15,3,2,528,-1,45
8,21,15,10,16,3,3,10,2,0
8,21,15,10,17,2,3,84,5,0
8,21,15,10,18,2,3,143,8,15
8,21,15,10,19,3,3,202,11,0
8,21,15,10,20,3,3,276,14,15
8,21,15,10,21,4,3,350,17,30
8,21,15,10,22,4,3,439,21,0
8,21,15,10,23,1,3,528,-1,0
8,21,15,11,0,2,1,10,0,-1
8,21,15,11,1,1,1,69,3,-1
8,21,15,11,2,1,1,113,6,-1
8,21,15,11,3,1,1,157,7,-1
8,21,15,11,4,2,1,201,10,-1
8,21,15,11,5,3,1,260,13,-1
8,21,15,11,6,3,1,334,16,-1
8,21,15,11,7,1,1,408,19,-1
8,21,15,11,8,2,1,452,20,-1
8,21,15,11,9,2,1,511,-1,-1
8,21,15,11,10,2,2,10,1,0
8,21,15,11,11,4,2,69,4,0
8,21,15,11,12,1,2,158,8,1
8,21,15,11,13,3,2,202,11,1
8,21,15,11,14,4,2,276,14,16
8,21,15,11,15,4,2,365,17,31
8,21,15,11,16,2,2,454,21,2
8,21,15,11,17,1,2,513,-1,2
8,21,15,11,18,2,3,10,2,0
8,21,15,11,19,2,3,69,5,0
8,21,15,11,20,4,3,128,9,30
8,21,15,11,21,3,3,217,12,15
8,21,15,11,22,1,3,291,15,15
8,21,15,11,23,3,3,335,18,30
8,21,15,11,24,4,3,409,-1,44
8,21,15,11,25,2,3,498,22,15
8,21,15,11,26,1,3,557,-1,44
8,21,15,12,0,3,1,10,0,-1
8,21,15,12,1,4,1,84,3,-1
8,21,15,12,2,1,1,173,6,-1
8,21,15,12,3,2,1,217,9,-1
8,21,15,12,4,4,1,276,-1,-1
8,21,15,12,5,2,1,365,12,-1
8,21,15,12,6,1,1,424,15,-1
8,21,15,12,7,1,1,468,18,-1
8,21,15,12,8,3,1,512,-1,-1
8,21,15,12,9,2,2,10,1,0
8,21,15,12,10,1,2,69,4,15
8,21,15,12,11,3,2,113,-1,29
8,21,15,12,12,1,2,187,7,14
8,21,15,12,13,3,2,231,10,14
8,21,15,12,14,2,2,305,-1,29
8,21,15,12,15,1,2,364,13,1
8,21,15,12,16,2,2,408,16,16
8,21,15,12,17,2,2,467,19,1
8,21,15,12,18,3,2,526,-1,14
8,21,15,12,19,3,3,10,2,0
8,21,15,12,20,3,3,84,5,15
8,21,15,12,21,4,3,158,8,29
8,21,15,12,22,2,3,247,11,16
8,21,15,12,23,3,3,306,-1,1
8,21,15,12,24,1,3,380,14,16
8,21,15,12,25,3,3,424,17,16
8,21,15,12,26,2,3,498,20,28
8,21,15,12,27,1,3,557,-1,31
8,21,15,13,0,4,1,10,0,-1
8,21,15,13,1,2,1,99,3,-1
8,21,15,13,2,1,1,158,6,-1
8,21,15,13,3,2,1,202,9,-1
8,21,15,13,4,2,1,261,12,-1
8,21,15,13,5,1,1,320,13,-1
8,21,15,13,6,2,1,364,-1,-1
8,21,15,13,7,2,1,423,16,-1
8,21,15,13,8,3,1,482,19,-1
8,21,15,13,9,1,1,556,22,-1
8,21,15,13,10,3,2,10,1,0
8,21,15,13,11,2,2,84,4,15
8,21,15,13,12,3,2,143,7,15
8,21,15,13,13,4,2,217,10,15
8,21,15,13,14,4,2,306,14,14
8,21,15,13,15,4,2,395,17,28
8,21,15,13,16,2,2,484,20,2
8,21,15,13,17,2,2,543,23,13
8,21,15,13,18,1,3,10,2,0
8,21,15,13,19,4,3,54,5,30
8,21,15,13,20,2,3,143,8,0
8,21,15,13,21,2,3,202,11,15
8,21,15,13,22,4,3,261,-1,44
8,21,15,13,23,3,3,350,15,44
8,21,15,13,24,1,3,424,18,29
8,21,15,13,25,3,3,468,21,16
8,21,15,14,0,1,1,10,0,-1
8,21,15,14,1,4,1,54,3,-1
8,21,15,14,2,3,1,143,6,-1
8,21,15,14,3,3,1,217,-1,-1
8,21,15,14,4,3,1,291,9,-1
8,21,15,14,5,2,1,365,12,-1
8,21,15,14,6,3,1,424,15,-1
8,21,15,14,7,2,1,498,18,-1
8,21,15,14,8,3,2,10,1,0
8,21,15,14,9,4,2,84,4,30
8,21,15,14,10,1,2,173,7,30
8,21,15,14,11,2,2,217,-1,0
8,21,15,14,12,1,2,276,10,15
8,21,15,14,13,1,2,320,-1,29
8,21,15,14,14,2,2,364,13,1
8,21,15,14,15,4,2,423,16,1
8,21,15,14,16,4,2,512,19,14
8,21,15,14,17,3,3,10,2,0
8,21,15,14,18,2,3,84,5,0
8,21,15,14,19,2,3,143,-1,30
8,21,15,14,20,1,3,202,8,15
8,21,15,14,21,1,3,246,-1,29
8,21,15,14,22,3,3,290,11,14
8,21,15,14,23,3,3,364,14,0
8,21,15,14,24,2,3,438,17,15
8,21,15,14,25,4,3,497,20,15
8,21,15,15,0,1,1,10,0,-1
8,21,15,15,1,4,1,54,3,-1
8,21,15,15,2,3,1,143,6,-1
8,21,15,15,3,4,1,217,9,-1
8,21,15,15,4,1,1,306,12,-1
8,21,15,15,5,3,1,350,15,-1
8,21,15,15,6,3,1,424,17,-1
8,21,15,15,7,1,1,498,-1,-1
8,21,15,15,8,2,1,542,20,-1
8,21,15,15,9,3,2,10,1,0
8,21,15,15,10,2,2,84,4,30
8,21,15,15,11,4,2,143,7,0
8,21,15,15,12,2,2,232,10,15
8,21,15,15,13,1,2,291,13,15
8,21,15,15,14,1,2,335,16,15
8,21,15,15,15,3,2,379,-1,29
8,21,15,15,16,3,2,453,18,29
8,21,15,15,17,1,2,527,21,15
8,21,15,15,18,2,3,10,2,0
8,21,15,15,19,2,3,69,5,15
8,21,15,15,20,3,3,128,8,15
8,21,15,15,21,4,3,202,11,30
8,21,15,15,22,4,3,291,14,0
8,21,15,15,23,4,3,380,-1,1
8,21,15,15,24,4,3,469,19,16
8,21,15,16,0,2,1,10,0,-1
8,21,15,16,1,3,1,69,3,-1
8,21,15,16,2,1,1,143,-1,-1
8,21,15,16,3,1,1,187,6,-1
8,21,15,16,4,4,1,231,9,-1
8,21,15,16,5,4,1,320,12,-1
8,21,15,16,6,3,1,409,-1,-1
8,21,15,16,7,1,1,483,15,-1
8,21,15,16,8,1,1,527,18,-1
8,21,15,16,9,4,2,10,1,0
8,21,15,16,10,3,2,99,4,30
8,21,15,16,11,4,2,173,7,14
8,21,15,16,12,4,2,262,10,31
8,21,15,16,13,1,2,351,13,31
8,21,15,16,14,2,2,395,-1,14
8,21,15,16,15,4,2,454,16,29
8,21,15,16,16,1,2,543,19,16
8,21,15,16,17,1,3,10,2,0
8,21,15,16,18,2,3,54,-1,44
8,21,15,16,19,2,3,113,5,14
8,21,15,16,20,2,3,172,8,1
8,21,15,16,21,3,3,231,11,31
8,21,15,16,22,3,3,305,-1,43
8,21,15,16,23,2,3,379,14,16
8,21,15,16,24,4,3,438,17,16
8,21,15,16,25,1,3,527,20,16
8,21,15,17,0,3,1,10,0,-1
8,21,15,17,1,3,1,84,3,-1
8,21,15,17,2,3,1,158,6,-1
8,21,15,17,3,4,1,232,9,-1
8,21,15,17,4,3,1,321,12,-1
8,21,15,17,5,4,1,395,15,-1
8,21,15,17,6,1,1,484,18,-1
8,21,15,17,7,2,1,528,21,-1
8,21,15,17,8,2,2,10,1,0
8,21,15,17,9,2,2,69,4,15
8,21,15,17,10,1,2,128,-1,30
8,21,15,17,11,3,2,172,7,14
8,21,15,17,12,2,2,246,10,14
8,21,15,17,13,3,2,305,13,16
8,21,15,17,14,4,2,379,16,16
8,21,15,17,15,2,2,468,19,16
8,21,15,17,16,2,2,527,22,1
8,21,15,17,17,4,3,10,2,0
8,21,15,17,18,3,3,99,5,29
8,21,15,17,19,1,3,173,8,1
8,21,15,17,20,4,3,217,11,29
8,21,15,17,21,1,3,306,14,1
8,21,15,17,22,1,3,350,-1,29
8,21,15,17,23,2,3,394,17,15
8,21,15,17,24,2,3,453,20,15
8,21,15,17,25,1,3,512,23,15
8,21,15,18,0,3,1,10,0,-1
8,21,15,18,1,4,1,84,3,-1
8,21,15,18,2,2,1,173,6,-1
8,21,15,18,3,2,1,232,9,-1
8,21,15,18,4,2,1,291,12,-1
8,21,15,18,5,1,1,350,15,-1
8,21,15,18,6,2,1,394,18,-1
8,21,15,18,7,1,1,453,21,-1
8,21,15,18,8,1,1,497,24,-1
8,21,15,18,9,2,1,541,25,-1
8,21,15,18,10,4,2,10,1,0
8,21,15,18,11,1,2,99,4,15
8,21,15,18,12,3,2,143,7,30
8,21,15,18,13,2,2,217,10,15
8,21,15,18,14,1,2,276,13,15
8,21,15,18,15,3,2,320,16,29
8,21,15,18,16,2,2,394,19,0
8,21,15,18,17,3,2,453,22,0
8,21,15,18,18,4,3,10,2,0
8,21,15,18,19,1,3,99,5,0
8,21,15,18,20,4,3,143,8,0
8,21,15,18,21,2,3,232,11,15
8,21,15,18,22,1,3,291,14,15
8,21,15,18,23,1,3,335,17,15
8,21,15,18,24,3,3,379,20,15
8,21,15,18,25,4,3,453,23,0
8,21,15,19,0,2,1,10,0,-1
8,21,15,19,1,2,1,69,3,-1
8,21,15,19,2,4,1,128,6,-1
8,21,15,19,3,2,1,217,7,-1
8,21,15,19,4,1,1,276,10,-1
8,21,15,19,5,4,1,320,11,-1
8,21,15,19,6,2,1,409,14,-1
8,21,15,19,7,4,1,468,17,-1
8,21,15,19,8,4,2,10,1,0
8,21,15,19,9,4,2,99,4,29
8,21,15,19,10,1,2,188,-1,29
8,21,15,19,11,4,2,232,8,15
8,21,15,19,12,4,2,321,12,1
8,21,15,19,13,2,2,410,15,1
8,21,15,19,14,2,2,469,18,1
8,21,15,19,15,1,2,528,-1,60
8,21,15,19,16,2,3,10,2,0
8,21,15,19,17,3,3,69,5,30
8,21,15,19,18,1,3,143,-1,44
8,21,15,19,19,2,3,187,-1,1
8,21,15,19,20,1,3,246,9,14
8,21,15,19,21,2,3,290,-1,31
8,21,15,19,22,2,3,349,13,28
8,21,15,19,23,4,3,408,16,2
8,21,15,19,24,2,3,497,19,28
8,21,15,20,0,4,1,10,0,-1
8,21,15,20,1,2,1,99,3,-1
8,21,15,20,2,2,1,158,-1,-1
8,21,15,20,3,3,1,217,6,-1
8,21,15,20,4,4,1,291,9,-1
8,21,15,20,5,3,1,380,12,-1
8,21,15,20,6,1,1,454,-1,-1
8,21,15,20,7,3,1,498,15,-1
8,21,15,20,8,1,2,10,1,0
8,21,15,20,9,2,2,54,-1,44
8,21,15,20,10,2,2,113,4,14
8,21,15,20,11,3,2,172,-1,14
8,21,15,20,12,4,2,246,7,29
8,21,15,20,13,3,2,335,10,44
8,21,15,20,14,1,2,409,13,29
8,21,15,20,15,2,2,453,-1,1
8,21,15,20,16,4,2,512,16,14
8,21,15,20,17,1,3,10,2,0
8,21,15,20,18,4,3,54,-1,0
8,21,15,20,19,4,3,143,5,29
8,21,15,20,20,3,3,232,8,14
8,21,15,20,21,2,3,306,11,29
8,21,15,20,22,2,3,365,-1,30
8,21,15,20,23,4,3,424,14,15
8,21,15,20,24,2,3,513,17,1
8,21,15,21,0,1,1,10,0,-1
8,21,15,21,1,4,1,54,3,-1
8,21,15,21,2,1,1,143,4,-1
8,21,15,21,3,1,1,187,7,-1
8,21,15,21,4,4,1,231,10,-1
8,21,15,21,5,2,1,320,11,-1
8,21,15,21,6,4,1,379,-1,-1
8,21,15,21,7,3,1,468,14,-1
8,21,15,21,8,4,2,10,1,0
8,21,15,21,9,4,2,99,5,44
8,21,15,21,10,4,2,188,8,1
8,21,15,21,11,3,2,277,-1,43
8,21,15,21,12,4,2,351,12,28
8,21,15,21,13,3,2,440,15,28
8,21,15,21,14,3,2,514,-1,46
8,21,15,21,15,4,3,10,2,0
8,21,15,21,16,4,3,99,6,0
8,21,15,21,17,3,3,188,9,0
8,21,15,21,18,4,3,262,-1,15
8,21,15,21,19,3,3,351,13,0
8,21,15,21,20,1,3,425,16,15
8,21,15,21,21,2,3,469,-1,29
8,21,15,21,22,3,3,528,-1,14
8,21,16,1,0,3,1,10,0,-1
8,21,16,1,1,2,1,87,3,-1
8,21,16,1,2,2,1,148,6,-1
8,21,16,1,3,1,1,209,9,-1
8,21,16,1,4,2,1,254,12,-1
8,21,16,1,5,4,1,315,15,-1
8,21,16,1,6,4,1,408,16,-1
8,21,16,1,7,4,1,501,19,-1
8,21,16,1,8,3,2,10,1,0
8,21,16,1,9,2,2,87,4,0
8,21,16,1,10,1,2,148,7,0
8,21,16,1,11,4,2,193,10,16
8,21,16,1,12,3,2,286,13,29
8,21,16,1,13,1,2,363,-1,45
8,21,16,1,14,2,2,408,17,0
8,21,16,1,15,1,2,469,-1,32
8,21,16,1,16,3,2,514,20,13
8,21,16,1,17,1,3,10,2,0
8,21,16,1,18,4,3,55,5,32
8,21,16,1,19,1,3,148,8,0
8,21,16,1,20,1,3,193,11,0
8,21,16,1,21,1,3,238,-1,45
8,21,16,1,22,2,3,283,14,3
8,21,16,1,23,4,3,344,-1,19
8,21,16,1,24,4,3,437,18,29
8,21,16,2,0,1,1,10,0,-1
8,21,16,2,1,2,1,55,3,-1
8,21,16,2,2,3,1,116,4,-1
8,21,16,2,3,2,1,193,7,-1
8,21,16,2,4,4,1,254,10,-1
8,21,16,2,5,4,1,347,13,-1
8,21,16,2,6,3,1,440,16,-1
8,21,16,2,7,4,2,10,1,0
8,21,16,2,8,4,2,103,5,13
8,21,16,2,9,3,2,196,8,3
8,21,16,2,10,1,2,273,11,19
8,21,16,2,11,3,2,318,14,29
8,21,16,2,12,3,2,395,-1,45
8,21,16,2,13,2,2,472,17,32
8,21,16,2,14,4,3,10,2,0
8,21,16,2,15,2,3,103,6,0
8,21,16,2,16,3,3,164,9,32
8,21,16,2,17,4,3,241,12,32
8,21,16,2,18,3,3,334,15,16
8,21,16,2,19,4,3,411,-1,16
8,21,16,2,20,4,3,504,18,32
8,21,16,3,0,2,1,10,0,-1
8,21,16,3,1,4,1,71,3,-1
8,21,16,3,2,1,1,164,6,-1
8,21,16,3,3,2,1,209,9,-1
8,21,16,3,4,2,1,270,12,-1
8,21,16,3,5,2,1,331,14,-1
8,21,16,3,6,1,1,392,17,-1
8,21,16,3,7,3,1,437,20,-1
8,21,16,3,8,1,1,514,23,-1
8,21,16,3,9,4,2,10,1,0
8,21,16,3,10,2,2,103,4,32
8,21,16,3,11,1,2,164,7,0
8,21,16,3,12,1,2,209,10,0
8,21,16,3,13,1,2,254,13,16
8,21,16,3,14,3,2,299,15,29
8,21,16,3,15,3,2,376,18,16
8,21,16,3,16,4,2,453,21,16
8,21,16,3,17,3,3,10,2,0
8,21,16,3,18,4,3,87,5,16
8,21,16,3,19,1,3,180,8,16
8,21,16,3,20,3,3,225,11,16
8,21,16,3,21,1,3,302,16,3
8,21,16,3,22,3,3,347,19,29
8,21,16,3,23,2,3,424,22,29
8,21,16,3,24,4,3,485,-1,32
8,21,16,4,0,2,1,10,0,-1
8,21,16,4,1,2,1,71,3,-1
8,21,16,4,2,4,1,132,-1,-1
8,21,16,4,3,4,1,225,6,-1
8,21,16,4,4,3,1,318,9,-1
8,21,16,4,5,2,1,395,12,-1
8,21,16,4,6,4,1,456,14,-1
8,21,16,4,7,1,1,549,17,-1
8,21,16,4,8,4,2,10,1,0
8,21,16,4,9,1,2,103,4,29
8,21,16,4,10,2,2,148,-1,16
8,21,16,4,11,1,2,209,7,16
8,21,16,4,12,2,2,254,-1,29
8,21,16,4,13,2,2,315,10,3
8,21,16,4,14,3,2,376,13,19
8,21,16,4,15,3,2,453,15,3
8,21,16,4,16,4,3,10,2,0
8,21,16,4,17,3,3,103,5,0
8,21,16,4,18,3,3,180,8,29
8,21,16,4,19,4,3,257,-1,3
8,21,16,4,20,3,3,350,11,26
8,21,16,4,21,1,3,427,-1,26
8,21,16,4,22,1,3,472,16,19
8,21,16,4,23,2,3,517,-1,64
8,21,16,5,0,3,1,10,0,-1
8,21,16,5,1,1,1,87,3,-1
8,21,16,5,2,3,1,132,6,-1
8,21,16,5,3,2,1,209,8,-1
8,21,16,5,4,3,1,270,-1,-1
8,21,16,5,5,3,1,347,11,-1
8,21,16,5,6,1,1,424,14,-1
8,21,16,5,7,2,1,469,17,-1
8,21,16,5,8,2,1,530,19,-1
8,21,16,5,9,2,2,10,1,0
8,21,16,5,10,1,2,71,4,16
8,21,16,5,11,2,2,116,7,16
8,21,16,5,12,2,2,177,-1,32
8,21,16,5,13,4,2,238,9,29
8,21,16,5,14,3,2,331,12,16
8,21,16,5,15,4,2,408,15,16
8,21,16,5,16,4,2,501,18,29
8,21,16,5,17,4,3,10,2,0
8,21,16,5,18,3,3,103,5,13
8,21,16,5,19,2,3,180,-1,3
8,21,16,5,20,1,3,241,10,3
8,21,16,5,21,3,3,286,-1,45
8,21,16,5,22,3,3,363,13,32
8,21,16,5,23,4,3,440,16,32
8,21,16,6,0,2,1,10,0,-1
8,21,16,6,1,1,1,71,3,-1
8,21,16,6,2,1,1,116,-1,-1
8,21,16,6,3,4,1,161,-1,-1
8,21,16,6,4,1,1,254,6,-1
8,21,16,6,5,3,1,299,9,-1
8,21,16,6,6,1,1,376,10,-1
8,21,16,6,7,1,1,421,13,-1
8,21,16,6,8,1,1,466,16,-1
8,21,16,6,9,2,1,511,-1,-1
8,21,16,6,10,4,2,10,1,0
8,21,16,6,11,2,2,103,4,13
8,21,16,6,12,2,2,164,-1,3
8,21,16,6,13,1,2,225,-1,29
8,21,16,6,14,3,2,270,7,16
8,21,16,6,15,4,2,347,11,29
8,21,16,6,16,1,2,440,14,19
8,21,16,6,17,4,2,485,17,19
8,21,16,6,18,1,3,10,2,0
8,21,16,6,19,4,3,55,-1,45
8,21,16,6,20,2,3,148,5,16
8,21,16,6,21,1,3,209,-1,16
8,21,16,6,22,4,3,254,8,16
8,21,16,6,23,3,3,347,12,0
8,21,16,6,24,3,3,424,15,16
8,21,16,6,25,4,3,501,18,16
8,21,16,7,0,3,1,10,0,-1
8,21,16,7,1,2,1,87,3,-1
8,21,16,7,2,1,1,148,6,-1
8,21,16,7,3,1,1,193,9,-1
8,21,16,7,4,1,1,238,12,-1
8,21,16,7,5,2,1,283,14,-1
8,21,16,7,6,4,1,344,17,-1
8,21,16,7,7,1,1,437,20,-1
8,21,16,7,8,1,1,482,22,-1
8,21,16,7,9,1,1,527,25,-1
8,21,16,7,10,3,2,10,1,0
8,21,16,7,11,1,2,87,4,0
8,21,16,7,12,2,2,132,7,16
8,21,16,7,13,1,2,193,10,0
8,21,16,7,14,2,2,238,13,0
8,21,16,7,15,1,2,299,15,16
8,21,16,7,16,3,2,344,18,0
8,21,16,7,17,4,2,421,21,16
8,21,16,7,18,1,2,514,23,13
8,21,16,7,19,3,3,10,2,0
8,21,16,7,20,3,3,87,5,0
8,21,16,7,21,1,3,164,8,29
8,21,16,7,22,4,3,209,11,16
8,21,16,7,23,3,3,302,16,3
8,21,16,7,24,4,3,379,19,35
8,21,16,7,25,1,3,472,24,42
8,21,16,8,0,1,1,10,0,-1
8,21,16,8,1,1,1,55,3,-1
8,21,16,8,2,2,1,100,-1,-1
8,21,16,8,3,1,1,161,6,-1
8,21,16,8,4,1,1,206,9,-1
8,21,16,8,5,3,1,251,10,-1
8,21,16,8,6,3,1,328,13,-1
8,21,16,8,7,1,1,405,16,-1
8,21,16,8,8,4,1,450,19,-1
8,21,16,8,9,2,1,543,-1,-1
8,21,16,8,10,1,2,10,1,0
8,21,16,8,11,1,2,55,4,0
8,21,16,8,12,3,2,100,-1,0
8,21,16,8,13,2,2,177,7,16
8,21,16,8,14,4,2,238,11,13
8,21,16,8,15,3,2,331,14,3
8,21,16,8,16,3,2,408,17,3
8,21,16,8,17,2,2,485,20,35
8,21,16,8,18,3,3,10,2,0
8,21,16,8,19,1,3,87,5,13
8,21,16,8,20,1,3,132,-1,32
8,21,16,8,21,2,3,177,8,0
8,21,16,8,22,1,3,238,12,0
8,21,16,8,23,2,3,283,-1,45
8,21,16,8,24,3,3,344,15,13
8,21,16,8,25,3,3,421,18,13
8,21,16,8,26,2,3,498,21,13
8,21,16,9,0,2,1,10,0,-1
8,21,16,9,1,2,1,71,3,-1
8,21,16,9,2,3,1,132,-1,-1
8,21,16,9,3,2,1,209,6,-1
8,21,16,9,4,1,1,270,9,-1
8,21,16,9,5,1,1,315,12,-1
8,21,16,9,6,1,1,360,-1,-1
8,21,16,9,7,4,1,405,15,-1
8,21,16,9,8,2,1,498,18,-1
8,21,16,9,9,1,1,559,21,-1
8,21,16,9,10,4,2,10,1,0
8,21,16,9,11,4,2,103,4,29
8,21,16,9,12,2,2,196,7,13
8,21,16,9,13,4,2,257,10,13
8,21,16,9,14,2,2,350,13,10
8,21,16,9,15,3,2,411,16,6
8,21,16,9,16,2,2,488,19,10
8,21,16,9,17,4,3,10,2,0
8,21,16,9,18,3,3,103,5,0
8,21,16,9,19,4,3,180,8,16
8,21,16,9,20,4,3,273,11,16
8,21,16,9,21,1,3,366,14,16
8,21,16,9,22,4,3,411,17,0
