ts	model	dm	run-num	race-num	race	evt-id	data
85344	VG-RANDOM-RETRIEVEPARTY-PARTY	MOST-ROLLOFF	1	22	NAMEOFRACE	VOTE-SUMMARY	(("GordonBearce" "CoreyDery" "RobertMettler" "RickStickles" "CassiePrincipe" "RickOrgan" "ThereseGustin" "EliseEllzey" "PollyRylander" "JillianBalas" "WesleyStevenMillette" "SusanneRael" "PeterVarga" "TimGrasty" "DerrickMelgar" NIL NIL NIL NIL NIL NIL NIL NIL) (0 2 1 1 1 1 0 1 0 0 1 1 0 0 1 NIL NIL NIL NIL NIL NIL NIL NIL) (RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL PARTY RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL))
85618	VG-RANDOM-RETRIEVEPARTY-PARTY	MOST-ROLLOFF	2	22	NAMEOFRACE	VOTE-SUMMARY	((NIL "CoreyDery" "RobertMettler" "RickStickles" "CassiePrincipe" "RickOrgan" "ThereseGustin" "EliseEllzey" "PollyRylander" "ZacharyMinick" "WesleyStevenMillette" "SusanneRael" "PeterVarga" NIL "DerrickMelgar" NIL NIL NIL NIL NIL NIL NIL NIL) (NIL 2 1 1 1 1 0 1 0 1 1 1 0 NIL 1 NIL NIL NIL NIL NIL NIL NIL NIL) (RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL PARTY RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL PARTY RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL))
84274	VG-RANDOM-RETRIEVEPARTY-PARTY	MOST-ROLLOFF	3	22	NAMEOFRACE	VOTE-SUMMARY	(("GordonBearce" "CoreyDery" "RobertMettler" "RickStickles" "CassiePrincipe" "RickOrgan" "ThereseGustin" "EliseEllzey" "PollyRylander" "JillianBalas" "WesleyStevenMillette" "SusanneRael" "MarkBaber" NIL "DerrickMelgar" NIL NIL NIL NIL NIL NIL NIL NIL) (0 2 1 1 1 1 0 1 0 0 1 1 1 NIL 1 NIL NIL NIL NIL NIL NIL NIL NIL) (RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL PARTY RETRIEVAL RETRIEVAL PARTY RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL PARTY RETRIEVAL PARTY RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL))
84602	VG-RANDOM-RETRIEVEPARTY-PARTY	MOST-ROLLOFF	4	22	NAMEOFRACE	VOTE-SUMMARY	(("GordonBearce" NIL "RobertMettler" "RickStickles" "CassiePrincipe" "RickOrgan" "ThereseGustin" "EliseEllzey" "PollyRylander" "JillianBalas" "WesleyStevenMillette" "SusanneRael" "PeterVarga" "TimGrasty" NIL NIL NIL NIL NIL NIL NIL NIL NIL) (0 NIL 1 1 1 1 0 1 0 0 1 1 0 0 NIL NIL NIL NIL NIL NIL NIL NIL NIL) (RETRIEVAL PARTY RETRIEVAL RETRIEVAL PARTY RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL PARTY RETRIEVAL RETRIEVAL PARTY RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL))
83681	VG-RANDOM-RETRIEVEPARTY-PARTY	MOST-ROLLOFF	5	22	NAMEOFRACE	VOTE-SUMMARY	((NIL "CoreyDery" NIL "RickStickles" "CassiePrincipe" "RickOrgan" "ThereseGustin" "EliseEllzey" "PollyRylander" "ZacharyMinick" "WesleyStevenMillette" "SusanneRael" "PeterVarga" "TimGrasty" NIL NIL NIL NIL NIL NIL NIL NIL NIL) (NIL 2 NIL 1 1 1 0 1 0 1 1 1 0 0 NIL NIL NIL NIL NIL NIL NIL NIL NIL) (RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL PARTY RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL PARTY RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL))
84566	VG-RANDOM-RETRIEVEPARTY-PARTY	MOST-PERFECT	1	22	NAMEOFRACE	VOTE-SUMMARY	(("GordonBearce" "CoreyDery" "RobertMettler" "RickStickles" "CassiePrincipe" "RickOrgan" "ThereseGustin" "EliseEllzey" "PollyRylander" "JillianBalas" "WesleyStevenMillette" "SusanneRael" "PeterVarga" "TimGrasty" NIL NIL NIL NIL NIL NIL NIL NIL NIL) (0 2 1 1 1 1 0 1 0 0 1 1 0 0 NIL NIL NIL NIL NIL NIL NIL NIL NIL) (RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL PARTY RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL))
86123	VG-RANDOM-RETRIEVEPARTY-PARTY	MOST-PERFECT	2	22	NAMEOFRACE	VOTE-SUMMARY	(("GordonBearce" "FernBrzezinski" "RobertMettler" "RickStickles" "CassiePrincipe" "RickOrgan" "ThereseGustin" "EliseEllzey" "PollyRylander" "JillianBalas" "WesleyStevenMillette" "SusanneRael" NIL "TimGrasty" "DerrickMelgar" NIL NIL NIL NIL NIL NIL NIL NIL) (0 1 1 1 1 1 0 1 0 0 1 1 NIL 0 1 NIL NIL NIL NIL NIL NIL NIL NIL) (RETRIEVAL PARTY RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL PARTY RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL))
85307	VG-RANDOM-RETRIEVEPARTY-PARTY	MOST-PERFECT	3	22	NAMEOFRACE	VOTE-SUMMARY	(("JanetteFroman" "CoreyDery" "RobertMettler" "RickStickles" "CassiePrincipe" "RickOrgan" "ThereseGustin" "EliseEllzey" "PollyRylander" "JillianBalas" NIL "SusanneRael" "PeterVarga" "TimGrasty" "DerrickMelgar" NIL NIL NIL NIL NIL NIL NIL NIL) (2 2 1 1 1 1 0 1 0 0 NIL 1 0 0 1 NIL NIL NIL NIL NIL NIL NIL NIL) (PARTY RETRIEVAL RETRIEVAL PARTY RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL PARTY RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL))
83559	VG-RANDOM-RETRIEVEPARTY-PARTY	MOST-PERFECT	4	22	NAMEOFRACE	VOTE-SUMMARY	(("GordonBearce" "CoreyDery" "RobertMettler" NIL "CassiePrincipe" "RickOrgan" "ThereseGustin" NIL "PollyRylander" "JillianBalas" "WesleyStevenMillette" "SusanneRael" "PeterVarga" "TimGrasty" "DerrickMelgar" NIL NIL NIL NIL NIL NIL NIL NIL) (0 2 1 NIL 1 1 0 NIL 0 0 1 1 0 0 1 NIL NIL NIL NIL NIL NIL NIL NIL) (RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL PARTY RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL))
85273	VG-RANDOM-RETRIEVEPARTY-PARTY	MOST-PERFECT	5	22	NAMEOFRACE	VOTE-SUMMARY	(("GordonBearce" "CoreyDery" NIL "RickStickles" "CassiePrincipe" "RickOrgan" "ThereseGustin" "EliseEllzey" "PollyRylander" "JillianBalas" NIL "SusanneRael" NIL "TimGrasty" "DerrickMelgar" NIL NIL NIL NIL NIL NIL NIL NIL) (0 2 NIL 1 1 1 0 1 0 0 NIL 1 NIL 0 1 NIL NIL NIL NIL NIL NIL NIL NIL) (RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL PARTY PARTY RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL))
106878	VG-RANDOM-RETRIEVEPARTY-PARTY	FULL-DM	1	22	NAMEOFRACE	VOTE-SUMMARY	(("GordonBearce" "FernBrzezinski" "PedroBrouse" "RickStickles" "CassiePrincipe" "RickOrgan" "ThereseGustin" "EliseEllzey" "PollyRylander" "JillianBalas" "WesleyStevenMillette" "SusanneRael" "PeterVarga" NIL "DerrickMelgar" "JenniferALundeed" "DeanCaffee" "JasonValle" "HowardGrady" "DeborahKamps" "LewisShine" NIL NIL) (0 1 0 1 1 1 0 1 0 0 1 1 0 NIL 1 1 0 1 0 0 1 NIL NIL) (RETRIEVAL PARTY RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL PARTY PARTY RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL))
105288	VG-RANDOM-RETRIEVEPARTY-PARTY	FULL-DM	2	22	NAMEOFRACE	VOTE-SUMMARY	(("VernonStanleyAlbury" "FernBrzezinski" "RobertMettler" "RickStickles" "CassiePrincipe" "RickOrgan" "ThereseGustin" NIL "PollyRylander" "ZacharyMinick" "WesleyStevenMillette" "SusanneRael" "PeterVarga" "TimGrasty" "DerrickMelgar" "JenniferALundeed" "DeanCaffee" NIL "HowardGrady" "ClydeGaytonJr" "LewisShine" NIL NIL) (1 1 1 1 1 1 0 NIL 0 1 1 1 0 0 1 1 0 NIL 0 1 1 NIL NIL) (RETRIEVAL PARTY PARTY RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL PARTY RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL))
106223	VG-RANDOM-RETRIEVEPARTY-PARTY	FULL-DM	3	22	NAMEOFRACE	VOTE-SUMMARY	(("GordonBearce" NIL "PedroBrouse" NIL "CassiePrincipe" "RickOrgan" "ThereseGustin" "EliseEllzey" "RobertoAron" "ZacharyMinick" "WesleyStevenMillette" "SusanneRael" "PeterVarga" "TimGrasty" "DanPlouffe" "JenniferALundeed" "DeanCaffee" "JasonValle" "HowardGrady" "ClydeGaytonJr" "LewisShine" NIL NIL) (0 NIL 0 NIL 1 1 0 1 1 1 1 1 0 0 0 1 0 1 0 1 1 NIL NIL) (RETRIEVAL PARTY RETRIEVAL PARTY RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL PARTY RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL PARTY RETRIEVAL PARTY RETRIEVAL RETRIEVAL RETRIEVAL))
104747	VG-RANDOM-RETRIEVEPARTY-PARTY	FULL-DM	4	22	NAMEOFRACE	VOTE-SUMMARY	(("VernonStanleyAlbury" "CoreyDery" "RobertMettler" "MauriceHumble" "CassiePrincipe" "RickOrgan" "ThereseGustin" "EliseEllzey" "RobertoAron" "JillianBalas" "WesleyStevenMillette" "SusanneRael" "MarkBaber" "TimGrasty" "DerrickMelgar" "CoreyBehnke" "GordonKallas" "JasonValle" "HowardGrady" "ClydeGaytonJr" "LewisShine" NIL NIL) (1 2 1 2 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 NIL NIL) (RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL PARTY RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL PARTY RETRIEVAL RETRIEVAL RETRIEVAL))
105664	VG-RANDOM-RETRIEVEPARTY-PARTY	FULL-DM	5	22	NAMEOFRACE	VOTE-SUMMARY	(("GordonBearce" "CoreyDery" "RobertMettler" "RickStickles" "CassiePrincipe" "RickOrgan" "ThereseGustin" "EliseEllzey" "PollyRylander" "JillianBalas" "WesleyStevenMillette" "SusanneRael" "PeterVarga" "TimGrasty" "DerrickMelgar" NIL "DeanCaffee" "JasonValle" "HowardGrady" NIL "LewisShine" NIL NIL) (0 2 1 1 1 1 0 1 0 0 1 1 0 0 1 NIL 0 1 0 NIL 1 NIL NIL) (RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL RETRIEVAL PARTY RETRIEVAL PARTY RETRIEVAL RETRIEVAL PARTY))
